Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Location,Sub Location,Description of Location,Constituency,Nearest Town,Beds,Cots,Official Landline,Official Fax,Official Mobile,Official Email,Official Address,Official Alternate No,Town,Post Code,In Charge,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status,ANC,ART,BEOC,BLOOD,CAES SEC,CEOC,C-IMCI,EPI,FP,GROWM,HBC,HCT,IPD,OPD,OUTREACH,PMTCT,RAD/XRAY,RHTC/RHDC,TB DIAG,TB LABS,TB TREAT,YOUTH
19770,Kirimara Optical,Central,Nyeri,Nyeri Central,,Eye Centre,Private Enterprise (Institution),,,,NYERI TOWN,Nyeri Town,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
10632,Kirimukuyu Medical Clinic,Central,Nyeri,Mathira West,Mathira,Medical Clinic,Private Practice - Clinical Officer,Kirimukuyu,Kianjogu,,MATHIRA,wariruta,0,0,,,,,,,,,Appolo Mwangi,Clinical Officer,N,N,Operational,,,,,,,,,Y,,,,,,,,,,,,,
14515,Kirimun GK Dispensary,Rift Valley,Samburu,Samburu Central,Lorroki,Dispensary,Ministry of Health,Kirimun,Kirimun,Next to Police station,SAMBURU WEST,Kirimun,0,0,,,,,P.O Box  12,,Maralal,20600,Dorcas Lesiangole,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12335,Kirin Agribio (Yoder) Clinic,Eastern,Embu,Mbeere South,Gachoka,Medical Clinic,Private Enterprise (Institution),Mbeti South,Gachuriri,,GACHOKA,Gachuriri,0,0,,,,,,,,,Nyaga,,N,N,Operational,,,,,,,,,Y,,Y,,,,,,,,,,,
12336,Kirindine Nursing Home,Eastern,Meru,Tigania West,Uringu,Nursing Home,Private Enterprise (Institution),Uringu,Kilenchune,,TIGANIA WEST,Kianjai,2,0,,,,,P.O Box P.O. Box 506,,Meru,60200,Mutethya,,N,N,Operational,,,,,,,,,Y,,Y,,,,,,,,,,,
10633,Kirinyaga Laboratory Supplies,Central,Kirinyaga,Kirinyaga Central,Central,Laboratory (Stand-alone),Private Enterprise (Institution),Kerugoya,Kaguyu,Opposite Kerugoya District hospital,KERUGOYA/KUTUS,Kerugoya,0,0,,,,,,,,,Robertson Nderitu,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
10634,Kiriogo Dispensary,Central,Nyandarua,Nyandarua North,Ndaragwa,Dispensary,Ministry of Health,Kahutha,Kiriogo,Off Ndaragwa- Nyeri RD 8km from Wiyumiririe shopping centre,NDARAGWA,Wiyumiririe,0,0,,,,,,,,,Charles W. Kabui,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
16466,Kiritiri Health Centre,Eastern,Embu,Mbeere South,Gachoka,Health Centre,Ministry of Health,Mavuria,Kithunthiri,,GACHOKA,Kiritiri,9,0,068-21040,068-21257,0727-886182,mohmbeere@yahoo.com,P.O Box 141,,Kiritiri,60110,Bridget Kimanthi,Nursing Officer in Charge,N,N,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
12337,Kirogine Dispensary,Eastern,Meru,Imenti South,Abogeta,Dispensary,Ministry of Health,Igoki,Kothine,Along Nkubu-Mitunguu road near Kirogine market,SOUTH IMENTI,Kanyakine Mkt,0,0,,,0719-342580,,P.O Box 76,,Kanyakine,60206,Catherine Gatobu,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
16592,Kirogine Medical Clinic,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),,,,NORTH IMENTI,Meru,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
10635,Kirogo Dispensary,Central,Kirinyaga,Kirinyaga South,Mwea,Dispensary,Ministry of Health,Tebere,Kirogo,Near Kirogo pri. school,MWEA,Wanguru,0,0,,,,,P.O Box  49,,Wanguru,,Michael Njenga,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
10636,Kirogo Health Centre,Central,Murang'a,Kahuro,Kahuro,Health Centre,Ministry of Health,Kahuhia,Kirogo,Karuri Shopping Centre,KIHARU,Muranga,6,6,,,,,P.O Box P.O. Box 69 ,,Murang'a,10200,Paul Gathogo,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
14939,Kiromwok Dispensary,Rift Valley,Bomet,Bomet,Bomet Central,Dispensary,Ministry of Health,Kiramwok,Kiromwok,Near Kiromwok Market,BOMET,Kiromwok Secondary School,0,0,,,,,P.O Box  393,,Bomet,20400,Rhoda Cheruiyot,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19391,Kirongoi Dispensary,Rift Valley,Nandi,Nandi South,Aldai,Dispensary,Ministry of Health,Kapkerer,Kapkerer,Along Serem -Kambogi road 1 km West of Banja market,ALDAI,Banja,0,0,,,,,P.O Box 87,,Bonja,50316,,,N,N,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
12338,Kiroo Clinic,Eastern,Tharaka Nithi,Maara,Mwimbi,Medical Clinic,Private Practice - Clinical Officer,Maara,Kiroo,,NITHI,Chogoria,0,0,,,,,P.O Box P.O. Box 44 ,,Chogoria,6400,Edith Kamundi,,N,N,Operational,,,,,,,,,Y,,,,,,,,,,,,,
18850,Kiroone Dispensary,Eastern,Meru,Imenti South,,Dispensary,Ministry of Health,,,,SOUTH IMENTI,,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
14906,Kiropket Dispensary,Rift Valley,Nandi,Nandi Central,Kapsabet,Dispensary,Ministry of Health,Kapsabet,Meswo,,MOSOP,Kapsabet,0,0,,,,,P.O Box 5,,Kapsabet,30300,Mary M'mbone Kisia,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,Y,,,,,,,,,
12339,Kirumi Dispensary,Eastern,Tharaka Nithi,Maara,Mwimbi,Dispensary,Ministry of Health,Ganga,Kirumi,,NITHI,Chogoria,0,,,,,, P.O. Box 10,,Magutni Chogoria,6400,Joan Kiruuja,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
16678,Kiruri Dispensary (Laikipia West),Rift Valley,Laikipia,Laikipia West,Rumuruti,Dispensary,Ministry of Health,Mutara,Mutara,From Rumuruti Town you reach Mutara then 5 kms to Kiriru facility located within Kiriru Centre,LAIKIPIA WEST,Rumuruti Town,0,0,,,,kiruridispensary@yahoo.com,P.O Box 23,,Rumuruti,,Lucy W. Karani,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,,,,,,,,,,
10637,Kiruri Dispensary (Muranga North),Central,Murang'a,Muranga West,Kangema,Dispensary,Ministry of Health,Muguru,Muguru,Kiruri Shopping Cantre,KANGEMA,Kiruri Market,0,0,,,,,P.O Box P.O. Box 69,,Murang'a,10200,Jeniffer Mukami,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
10638,Kirurumi Dispensary,Central,Nyeri,Tetu,Tetu,Dispensary,Ministry of Health,Tetu,Kirurumi,,TETU,Kirurumi,0,0,,,,,P.O Box P.O. Box 125,,Nyeri,10100,Agnes Wachiuri,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
10640,Kirwara Health Clinic,Central,Kiambu,Gatanga,Gatanga,Medical Clinic,Private Enterprise (Institution),Gatanga,Gatanga,,GATANGA,,5,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,,,,,,,,,,,,
10639,Kirwara Sub District,Central,Kiambu,Gatanga,Gatanga,Sub-District Hospital,Ministry of Health,Gatanga,Gatanga,Along Gatanga-Gatura Road Next to Kirwara Market,GATANGA,Kirwara,16,0,,,0723-387986,kirwarahospital@yahoo.com,P.O Box 6227 ,, Thika,01000,Dr Chege Mwangi,Medical Superintendant,Y,Y,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
19345,Kisaju Health Care Isinya,Rift Valley,Kajiado,Isinya,Isinya,Medical Clinic,Private Enterprise (Institution),Isinya,Isinya,Isinya Town,KAJIADO NORTH,Isinya,3,0,,,,,,,,,Joan Chepngeno,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19346,Kisaju Medical Clinic,Rift Valley,Kajiado,Isinya,Isinya,Medical Clinic,Private Practice - Nurse / Midwife,Isinya,Isinya,Kisaju Trading Center Namanga Road,KAJIADO NORTH,Isinya,0,0,,,,,,,,,Martin Kariuki,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13700,Kisaku Dispensary,Nyanza,Homa Bay,Suba,Gwassi,Dispensary,Ministry of Health,Gwassi North,Kisaku,,GWASI,Magunga,6,0,,,0728-470816,,P.O Box 27,,Magunga,,Divons Omari,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
11489,Kisimani Health Services,Coast,Mombasa,Kisauni,Kisauni,Health Centre,Private Enterprise (Institution),Kisauni,Kisauni,,KISAUNI,Mombasa,6,0,,,0722-742405,,P.O Box  621,,Mombasa,80100,Eileen Mwaluma,,N,N,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
19628,Kisiwani VCT,Coast,Mombasa,Mvita,Island,VCT Centre (Stand-Alone),Other Faith Based,Tononoka,Tononoka,At Methodist Church opposite Tononoka Social Hall,MVITA,Mwembe Tayari,0,0,,,,,,,,,Joan Auma,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
14944,Kisok Dispensary,Rift Valley,Baringo,Baringo Central,Kabarnet ,Dispensary,Community,Kapropita Soi,Sagasak,,BARINGO CENTRAL,Kabarnet,0,0,,,,,P.O Box 21,,Kabarnet,30400,,Nursing Officer in Charge,N,N,Pending Opening,,,,,,,,,,,,,,,,,,,,,,
16672,Kisonei Dispensary,Rift Valley,Baringo,Baringo Central,Tenges,Dispensary,Ministry of Health,Tenges,Kisonei,,BARINGO CENTRAL,Kabarnet,0,0,,,,,P.O Box 21,,Kabarnet,30400,Herodius Kurui,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
14945,Kisor Dispensary,Rift Valley,Uasin Gishu,Wareng,Kapseret,Dispensary,Ministry of Health,Simat,Simat,,ELDORET SOUTH,Eldoret,0,0,,,,,P.O Box 915,,Eldoret,30100,EVALYNE CHUMO,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19935,Kisovo Dispensary,Eastern,Kitui,Mwingi Central,Mumbuni,Dispensary,Ministry of Health,Kisovo,Kisovo,,MWINGI SOUTH,Kisovo,0,0,,,,,P.O Box 16,,Mwingi,90400,,,N/A,N/A,Pending Opening,,,,,,,,,,,,,,,,,,,,,,
12348,Kisukioni Medical Clinic,Eastern,Machakos,Kangundo,Matungulu,Medical Clinic,Private Enterprise (Institution),Kalandini ,Kalandini ,,KANGUNDO,Kisukioni,0,0,,,,,,,,,B.Mutuku,,N,N,Operational,,,,,,,,,Y,,,,,,,,,,,,,
13704,Kisumu District Hospital,Nyanza,Kisumu,Kisumu East,Winam,District Hospital,Ministry of Health,Township,Northern,,KISUMU TOWN EAST,Kisumu,195,0,,,,,P.O Box 1818,,Kisumu,40100,Dr Amos Otedo,Medical Superintendant,N,N,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
17553,Kisumu International Airport Dispensary,Nyanza,Kisumu,Kisumu East,Winam,Dispensary,Ministry of Health,Kisumu East,Kogony,,KISUMU TOWN EAST,Bandani,0,0,,,,,P.O Box 13,,Kisumu,40100,Carolyne Achieng,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19869,Kisumu Police Lines Dispensary,Nyanza,Kisumu,Kisumu East,Winam,Dispensary,Ministry of Health,Manyatta B,,,KISUMU TOWN EAST,Kisumu Bus Stage,0,0,,,,,,,,,Jared Birundu,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18522,Kitaima Dispensary,Rift Valley,Bomet,Bomet,Bomet central,Dispensary,Ministry of Health,Sibayan,Sibayan,Near Kapkoros tea factory,BOMET,kapkoros,0,0,,,,,P.O Box 393,,bomet,20400,Sarah m Anunda,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
14946,Kitalale Dispensary,Rift Valley,Trans Nzoia,Trans Nzoia West,Saboti ,Dispensary,Ministry of Health,Kinyoro,Teldet,,SABOTI,Kitale,,,054-31557,31551,,dmohkitaleatyahoo.com, P.O. Box 102,,Kitale,,Dmoh Trans Nzoia District,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19743,Kitale Cottage Hospital,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,Nursing Home,Private Practice - Medical Specialist,Milimani,Milimani,Situated on Kitale Kapenguria road opposite Kitale District Hospital,SABOTI,Kitale,0,0,,,,,,,Kitale,30200,Dr Njuguna Michuki,Doctor In Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
14947,Kitale District Hospital,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,District Hospital,Ministry of Health,Kibomet,Naisambu,,SABOTI,Kitale,250,12,054-31551,31551,,dmohkitale@yahoo.com, P.O. Box 98,,Kitale,30200,Dmoh Trans Nzoia District,,N,N,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
19670,Kitale Eye Care Clinic,Rift Valley,Trans Nzoia,Trans Nzoia West,Central (Municipality),Eye Clinic,Private Practice - Clinical Officer,Municipality,Kipsongo,Within Kitale town at Lulu House next to Kitale Law Courts,SABOTI,Within Kitale town,0,0,,,,,,,Kitale,30200,Mr Fred A Wanjala,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19744,Kitale Medical Centre - Dr Kamau's MC,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,Medical Clinic,Private Practice - Medical Specialist,Milimani,Milimani,Situated at the Kitale Medical Centre opposite the Kitale District Hospital,SABOTI,Kitale,0,0,,,,,,,Kitale,30200,Dr Kamau,Doctor In Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19745,Kitale Medical Centre - Dr Kiprop's MC,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,Dental Clinic,Private Practice - Medical Specialist,Milimani,Milimani,At Kitale Medical Centre opposite The Kitale District Hospital,SABOTI,Kitale,0,0,,,,,,,Kitale,30200,DrKiprop Jonathan,Doctor In Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19691,Kitale Medical Centre - Dr Omunyin,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,Medical Clinic,Private Practice - General Practitioner,Milimani,Milimani,Situated along the  Kitale/Lodwar road opposite Kitale District Hospital,SABOTI,Kitale,0,0,,,,,,,Kitale,30200,Dr. Omunyin,Doctor In Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19747,Kitale Medical Centre - Dr Onyango's MC,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,Medical Clinic,Private Practice - General Practitioner,Milimani,Milimani,At Kitale Medical Centre opposite the Kitale District Hospital,SABOTI,Kitale,0,0,,,,,,,Kitale,30200,Dr Onyango,Doctor In Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19847,Kitale Medical Centre - Sloam CBO,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,Medical Clinic,Non-Governmental Organizations,Milimani,Milimani,Situated at the Kitale Medical Centre opposite Kitale District Hospital,SABOTI,Kitale,0,0,,,,,,,Kitale,30200,SLOAM CBO,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
14948,Kitale Mobile Clinic,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,Dispensary,Other Faith Based,Matisi,Matisi,,SABOTI,Kitale,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
14949,Kitale Nursing Home,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,Other Hospital,Private Enterprise (Institution),Matisi,Tuwani,,SABOTI,Kitale,22,0,,,,,,,,,,,N,N,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
19684,Kitale Sch Sanatorium,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,Dispensary,Other Public Institution,Grassland,Grassland,Situated before the Kitale/Kisumu Highways junction on the rightfrom Kitale town,SABOTI,Kitale,0,0,,,,,,,Kitale,30200,Sister Roselyne Majengo,Nursing Officer in Charge,N/A,N/A,Operational,,,,,,,,,,,,,,,,,,,,,,
18441,Kitambasye Dispensary,Eastern,Machakos,Matungulu,Kyanzaui,Dispensary,Ministry of Health,Kiboko,Kiboko,Along Tala -Donyo Sabuk road near Kwa Mwaura Market,KANGUNDO,Kwa Mwaura Market,0,0,,,,,,,,,,,N,N,Pending Opening,,,,,,,,,,,,,,,,,,,,,,
17451,Kitamwiki Community Dispensary,Eastern,Kitui,Kitui West,Mutonguni,Dispensary,Community,Mutonguni,Mithini,3km East of Kabati Town,KITUI WEST,Kitamwiki,0,0,,,,,P.O Box 84,,Kabati,90205,,Nursing Officer in Charge,N,N,Pending Opening,,,,,,,,,,,,,,,,,,,,,,
12349,Kitangani Dispensary,Eastern,Machakos,Masinga,Masinga,Dispensary,Ministry of Health,Kikumini,Kitangani,,MASINGA,Kitangani,0,0,,,0720-930486,,,,Kitangani,,Hellen Muiruri,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
16226,Kithoka Outreach Clinic,Eastern,Meru,Imenti North,Miriga Mieru East,Medical Clinic,Private Enterprise (Institution),Chugu,Kithoka,,NORTH IMENTI,Meru,0,0,,,0720-088052,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12360,Kithuki Health Centre,Eastern,Makueni,Kathonzweni,Kithuki,Health Centre,Ministry of Health,Kithuki,Yikithuki,"Kithuki Mkt,Wote-Makindu Rd,OFF Kavumbu-Kithuki Rd",MAKUENI,Mavindini,15,0,,,,,P.O Box  48,,Kathonzweni,90300,Henry Karimi,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12361,Kithunguriri Dispensary,Eastern,Embu,Embu North,Manyatta,Dispensary,Ministry of Health,Ruguru ,Kithunguriri,,MANYATTA,Kiriari,0,0,068-30424,068-30424,,medicalofficerembu@yahoo.com,P.O Box 532,,Embu,60100,T.W Nyaga,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
16959,Kithuni Dispensary,Eastern,Makueni,Makueni,Kee,Dispensary,Ministry of Health,Kithuni,Ikalyoni,,KAITI,Kee Market,0,0,,,,,P.O Box 89 Makueni,,Wote,90300,Francis Mutunga,Nursing Officer in Charge,N/A,N/A,Operational,,,,,,,,,,,,,,,,,,,,,,
12362,Kithyoko Health Centre,Eastern,Machakos,Masinga,Masinga,Dispensary,Ministry of Health,Kithyoko,Kithyoko,,MASINGA,Kithyoko,1,0,,,0700759382,,P.O Box P.O. Box 80,,Kithyoko,,Mutembei,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12363,Kithyoko Medical Clinic,Eastern,Machakos,Masinga,Masinga,Medical Clinic,Private Enterprise (Institution),Kithyoko,,,MASINGA,Kithyoko,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12364,Kithyululu Dispensary,Eastern,Makueni,Kibwezi,Kibwezi,Dispensary,Ministry of Health,Masongaleni,Ulilinzi,"Nairobi - Mombasa Highway through Machinery Town, Ulilinzi - Kithyululu roador Nairobi - Mombasa Highway through Kibwezi Town, DWA - Masaku ndogo road, then Ulilinzi - Kithyululu road.",KIBWEZI,Machinery,2,0,,,,,P.O Box  72,,Kibwezi,90137,George M. Maweu,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
17742,Kiti Dispensary,Rift Valley,Nakuru,Nakuru,Lanet,Dispensary,Ministry of Health,Free area,karatina,Within Kiti institute,NAKURU TOWN,lanet,8,0,,,,,P.O Box 1214 ,,Nakuru,20100,kiragu Daniel,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12365,Kitise Health Centre,Eastern,Makueni,Kathonzweni,Kitise,Health Centre,Ministry of Health,Kitise,Kitise,"In kitise Market,along Wote -Makindu Road,Off Mbuvo-Kitise Road",MAKUENI,Kathonzweni ,14,4,,,,,Please specify P.O. Box 33,,Kitise,90303,Lucy Mwende,Clinical Officer,N,N,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
17538,Kitise Rural Development VCT,Eastern,Makueni,Kathonzweni,Kathonzweni,VCT Centre (Stand-Alone),Non-Governmental Organizations,Kitise,,"kitise mkt,off kitise-matheani rd",MAKUENI,Kitise Market,0,0,,,0739142845,kitiseruraldevt@yahoo.com,P.O Box 67,,Kitise,90303,Eunice Mutinda,,N/A,N/A,Operational,,,,,,,,,,,,,,,,,,,,,,
17643,Kititu Dispensary,Eastern,Machakos,Machakos,Kalama,Dispensary,Ministry of Health,Kola,Iuni,Near Kola Market,MACHAKOS TOWN,Kola Market,0,0,,,,,P.O Box 85,,Kola,,Jackson Muthoka,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
14952,Kitoben Dispensary,Rift Valley,Bomet,Bomet,Bomet Central,Dispensary,Ministry of Health,Kitoben,Kitoben,Kitoben Dispensary is located near Kitoben shopping Centre,BOMET,Kitoben Secondary School,0,0,,,,,P.O Box  393,,Bomet,20400,Joseph Yebei,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
11490,Kitobo Dispensary (Taita),Coast,Taita Taveta,Wundanyi,Taveta,Dispensary,Ministry of Health,,,,TAVETA,,0,0,,,,,,,,,Lilian,,N,N,Not-Operational,,,,,,,Y,,,,Y,,Y,,,,,,,,,
11491,Kitobo Dispensary (Taveta),Coast,Taita Taveta,Taveta,Bomeni,Dispensary,Ministry of Health,Kimorigho,Kitobo,Kitobo Dispensary is almost 20 Km from Taveta town,TAVETA,Kitobo,1,0,,,0701753310,,P.O Box P.O. Box 31,,Taveta,80302,Munira Masa,Clinical Officer,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
16472,Kitoi Dispensary,Rift Valley,Kericho,Kipkelion,Kunyak,Dispensary,Community,Kunyak,Chesigot,,KIPKELION,Forttenan,0,0,,,,,,,Kipkelion,20202,,,N,N,Pending Opening,,,,,,,,,,,,,Y,,,,,,,,,
16253,Kitonyoni Dispensary,Eastern,Makueni,Makueni,Wote,Dispensary,Ministry of Health,Muvau,Kitonyoni,"Along Wote-Kwakavisi RD,Near Kitonyoni Primary School",MAKUENI,Kangondi Mkt,0,1,,,,,P.O Box P.O. Box 176,,Kathonzweni,90302,Mercy Twili Mackenzie,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
18905,Kitui Afya Medical,Eastern,Kitui,Kitui Central,Central,Medical Clinic,Private Practice - Clinical Officer,Township,Township,"4OM SE ,Kitui Bus Park",KITUI CENTRAL,Kitui,0,0,,,0721554326,,P.O Box 1392,,Kitui,90200,George Mulei Muli,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12366,Kitui District Hospital,Eastern,Kitui,Kitui Central,Central,District Hospital,Ministry of Health,Township,Township,Within Kitui Town,KITUI CENTRAL,Kitui,200,44,0444422341,0444422341,0716972082,dmsokitui@gmail.com,P.O Box P.O. Box 22 ,,Kitui,90200,Dr. David Kihiko,Medical Superintendant,Y,Y,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
12367,Kitui Quality Care,Eastern,Kitui,Kitui Central,Central,Nursing Home,Private Enterprise (Institution),Township,Township,"Township, mjini village",KITUI CENTRAL,Kitui,10,0,,,0720236977,,P.O Box 59,,Kitui,90200,Muthoka Wilfred,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13706,Kituka Dispensary,Nyanza,Migori,Nyatike,Nyatike,Dispensary,Ministry of Health,Central Kadem,Nyatike,,NYATIKE,Junction- Centre,2,0,,,,, P.O. Box 202,,Suna Migori,40400,Julius Nyagambo,,N,N,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
16437,Kituluni Dispensary,Eastern,Machakos,Matungulu,Kyanzavi ,Dispensary,Ministry of Health,Kyanzavi ,Kituluni,Next to Katulye market,KANGUNDO,Katulye,4,0,,,,,P.O Box P.O. Box 1002,,Kangundo,90115,Alex Kitumu,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,Y,,,,Y,,,,,,,,,
18216,Kitum Dispensary,Rift Valley,Trans Nzoia,Kwanza,Endebess,Dispensary,Ministry of Health,Endebess,Chorlim,Endebess - Mt. Elgon Road,KWANZA,Endebess,0,0,,,,,P.O Box 3979,,Kitale,30200,Alfred Naibei,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12369,Kitundu (GOK) Dispensary,Eastern,Makueni,Mbooni West,Mbooni,Dispensary,Ministry of Health,Kitundu,Kitundu,,MBOONI,Kitundu,0,0,,,,,P.O Box P.O. Box 1,,KIKIMA,,Judith Gaiti,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12368,Kitundu (SDA) Dispensary,Eastern,Makueni,Mbooni West,Mbooni,Dispensary,Christian Health Association of Kenya,Kitundu,Kitundu,,MBOONI,Kitundu,0,0,,,,,,,,,James Macharia,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19145,Kitundu Dispensary (Katulani District),Eastern,Kitui,Katulani,Katulani,Dispensary,Ministry of Health,Mulango,Kitundu,Near Kitundu Primary School,KITUI CENTRAL,Kitundu Village,0,0,,,,,,,,,Damaris Mwongela,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
11497,Kizingo Health Centre,Coast,Kilifi,Bahari,Chonyi,Health Centre,Ministry of Health,Mwarakaya,Kizingo,Along Mwarakaya- Kizingo road near Mwarakaya Chiefs Office.,BAHARI,Chasimba,0,0,,,0700825939,,P.O Box 9 Kilifi,0710551970,Dzitsoni,,Pamela Wanyera,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
14955,Kkit Nursing Home,Rift Valley,Kajiado,Kajiado North,Ngong,Nursing Home,Private Enterprise (Institution),Kiserian,Ngainurunya,Ongatta Rongai Township,KAJIADO NORTH,Ongata Rongai,5,0,,,0729-694636,Kkitnh @yahoo.com,,,,,,,N,N,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
14956,Kkit Nursing Home Annex,Rift Valley,Kajiado,Kajiado North,Ngong,Medical Clinic,Private Enterprise (Institution),Ongata Rongai,Kiserian,Magadi Road Ongata Rongai,KAJIADO NORTH,Kiserian,0,0,,,0729-946336,,,,,,,,N,N,Operational,,,,,,,Y,,Y,,,,,,,,,,,,,
12380,Kmc Clinic Mwichune,Eastern,Meru,Imenti South,Abogeta,Medical Clinic,Private Practice - Nurse / Midwife,Mwichune,Igoki,Along Chuka-Meru road in Mwichiune Market,SOUTH IMENTI,Nkubu Town,0,0,,,,,,,,,John Njue Titus,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
17903,Kmc Staff Clinic,Eastern,Machakos,Athi River,Athi River,Medical Clinic,Parastatal,Mavoko,Mavoko,"In Athi River Town, Kenya Meat Commission Bulding",KATHIANI,Mavoko,1,0,,,,,P.O Box 2,,Athi River,,Rabecca Akowa,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
