Code,Officialname,Province,County,Sub county,Ward,Facility type,Owner type,,,,Constituency,,,,,,,,,,,,,,Open_whole_day,Open_weekends,Operation status,ANC,ART,BEOC,BLOOD,CAES SEC,CEOC,C-IMCI,EPI,FP,GROWM,HBC,HCT,IPD,OPD,OUTREACH,PMTCT,RAD/XRAY,RHTC/RHDC,TB DIAG,TB LABS,TB TREAT,YOUTH
10348,Imani Medical Clinic (Nyeri South),Nyeri,Nyeri,Tetu,Wamagana,Medical Clinic,Private Practice,,,,Tetu,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
16752,Imani Medical Clinic (Ruiru),Kiambu,Kiambu,Ruiru,Biashara,Medical Clinic,Private Practice,,,,Ruiru,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
19193,Imani Medical Clinic (Yatta),Machakos,Machakos,Yatta,Ikombe,Medical Clinic,Private Practice,,,,Yatta,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
21984,Imani Medical Clinic Gachie,Kiambu,Kiambu,Kiambaa,Kihara,Medical Clinic,Private Practice,,,,Kiambaa,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
17885,Imani Medical Services,Kilifi,Kilifi,Malindi,Malindi Town,Medical Clinic,Private Practice,,,,Malindi,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
12089,Imani Yako Medical Clinic,Machakos,Machakos,Mwala,Wamunyu,Medical Clinic,Private Practice,,,,Mwala,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,,,,,,,,,,
18294,Imani Yako Medical Clinic - Joska,Machakos,Machakos,Matungulu,Matungulu West,Medical Clinic,Private Practice,,,,Matungulu,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
17685,Imara Health Centre,Nairobi,Nairobi,Embakasi South,Imara Daima,Basic Health Centre,Faith Based Organization,,,,Embakasi South,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
24959,Imara Highway Clinic,Kakamega,Kakamega,Malava,Shirungu-mugai,Medical Clinic,Private Practice,,,,Malava,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
12981,Imara Medical Clinic,Machakos,Machakos,Athi River,Muthwani,Medical Clinic,Private Practice,,,,Mavoko,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
21291,Imara Mediplus Centre,Embu,Embu,Manyatta,Kirimari,Medical Center,Private Practice,,,,Manyatta,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
23315,Imarah Health Limited,Kiambu,Kiambu,Kiambaa,Ndenderu,Medical Clinic,Private Practice,,,,Kiambaa,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
15901,Imbiakalo Dispensary,Kakamega,Kakamega,Malava,West Kabras,Dispensary,Ministry of Health,,,,Malava,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
19108,Imbirikani Dispensary,Kajiado,Kajiado,Loitokitok,Imbrikani/Eselelnkei,Dispensary,Ministry of Health,,,,Kajiado South,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
14572,Ime (AIC) Health Centre,Nakuru,Nakuru,Subukia,Kabazi,Basic Health Centre,Faith Based Organization,,,,Subukia,,,,,,,,,,,,,,Yes,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
16580,Imenti Health Care Chemist,Mandera,Mandera,Mandera East,Township,Pharmacy,Private Practice,,,,Mandera East,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
19879,Imenti North Dice (Meru),Meru,Meru,Imenti North,Municipality,Medical Clinic,Non-Governmental Organizations,,,,North Imenti,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
16581,Imenti X-ray Services,Meru,Meru,Imenti North,Municipality,Medical Clinic,Private Practice,,,,North Imenti,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
10518,Immaculate Heart Hospital Kereita,Kiambu,Kiambu,Lari,Kijabe,Primary care hospitals,Faith Based Organization,,,,Lari,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
10349,Immaculate Heart of Mary Hospital,Kiambu,Kiambu,Thika Town,Gatuanyaga,Primary care hospitals,Faith Based Organization,,,,Thika Town,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
10350,Immaculate Medical Clinic,Muranga,Muranga,Kandara,Gaichanjiru,Medical Clinic,Private Practice,,,,Kandara,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
23205,Immanuel Medical Clinic,Meru,Meru,Igembe North,Ntunene,Medical Clinic,Private Practice,,,,Igembe North,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
10351,Immanuel Medical Clinic (Kimende),Kiambu,Kiambu,Lari,Kijabe,Medical Clinic,Private Practice,,,,Lari,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
14573,Immurtot Health Centre,Kajiado,Kajiado,Loitokitok,Entonet/Lenkism,Basic Health Centre,Ministry of Health,,,,Kajiado South,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
20839,Impact Health Care,Nakuru,Nakuru,Nakuru North,Kiamaina,Basic Health Centre,Faith Based Organization,,,,Bahati,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
25111,Impact Health Care Annex,Nakuru,Nakuru,Subukia,Kabazi,Medical Center,Faith Based Organization,,,,Subukia,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
16663,Impact Healthcare Services,Kisumu,Kisumu,Kisumu Central,Railways,Medical Clinic,Private Practice,,,,Kisumu Central,,,,,,,,,,,,,,Yes,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
21402,Impact RDO Clinic-Nyatike,Migori,Migori,Nyatike,Kachien'g,Medical Clinic,Non-Governmental Organizations,,,,Nyatike,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
18456,Impact Research-Tuungane (Nyando),Kisumu,Kisumu,Nyando,Ahero,Medical Clinic,Non-Governmental Organizations,,,,Nyando,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
12983,Imperial Clinic,Nairobi,Nairobi,Starehe,Pangani,Medical Clinic,Private Practice,,,,Starehe,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
16481,Imulama Dispensary,Kakamega,Kakamega,Ikolomani,Idakho North,Dispensary,Ministry of Health,,,,Ikolomani,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,,,,,Y,,Y,,,,,,,,,
17929,Indangalasia Dispensary,Kakamega,Kakamega,Matungu,Koyonzo,Dispensary,Ministry of Health,,,,Matungu,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19333,Index Medical Services,Nairobi,Nairobi,Roysambu,Zimmerman,Medical Clinic,Private Practice,,,,Roysambu,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
14575,Industrial Area Dispensary,Nakuru,Nakuru,Nakuru West,London,Dispensary,Ministry of Health,,,,Nakuru Town East,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
15898,Ingavira Medical Clinic(CMC),Kakamega,Kakamega,Malava,South Kabras,Medical Clinic,Private Practice,,,,Malava,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
13371,Ingirir Dispensary,Wajir,Wajir,Wajir North,Malkagufu,Dispensary,Ministry of Health,,,,Wajir North,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
25050,Ingobor Dispensary,Nakuru,Nakuru,Nakuru West,Kapkures,Dispensary,Ministry of Health,,,,Nakuru Town West,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
21891,Ingolomosio Dispensary,Kakamega,Kakamega,Shinyalu,Isukha North,Dispensary,Ministry of Health,,,,Shinyalu,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
15902,Ingotse Dispensary,Kakamega,Kakamega,Navakholo,Ingoste-matiha,Dispensary,Faith Based Organization,,,,Navakholo,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
22605,Inkariak Ronkena Dispensary,Kajiado,Kajiado,Loitokitok,Kimana,Dispensary,Ministry of Health,,,,Kajiado South,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
16329,Inkoirienito Dispensary,Narok,Narok,Narok East,Suswa,Dispensary,Ministry of Health,,,,Narok East,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19458,Innercore Medical Clinic,Nairobi,Nairobi,Embakasi West,Umoja I,Medical Clinic,Private Practice,,,,Embakasi West,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
20977,Innocent Med Clinic,Makueni,Makueni,Mbooni,Mbooni,Medical Clinic,Private Practice,,,,Mbooni,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
18002,Innoculation Centre,Nairobi,Nairobi,Starehe,Nairobi Central,Dispensary,Ministry of Health,,,,Starehe,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
20145,Institute for Development and Welfare Services,Nairobi,Nairobi,Kibra,Lindi,VCT,Non-Governmental Organizations,,,,Kibra,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
17585,Integrated Development Fund (IDF) VCT,Homa Bay,Homa Bay,Kabondo Kasipul,Kabondo West,VCT,Non-Governmental Organizations,,,,Kabondo Kasipul,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
24798,Integrity medical and Dental clinic,Kajiado,Kajiado,Kajiado Central,Matapato South,Medical Center,Faith Based Organization,,,,Kajiado Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
13254,Inter Group Health Ltd,Nairobi,Nairobi,Kibra,Woodley/Kenyatta Golf Course,Medical Clinic,Private Practice,,,,Kibra,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
23848,InterContinental Nairobi Hotel Clinic,Nairobi,Nairobi,Starehe,Nairobi Central,Medical Clinic,Private Practice,,,,Starehe,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
20539,Interfelk Medical Centre,Kisumu,Kisumu,Kisumu Central,Nyalenda B,Medical Clinic,Private Practice,,,,Kisumu Central,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,,,Y,,Y,,,,,,,,,,,
16582,Interlink Chemist,Mandera,Mandera,Mandera East,Township,Pharmacy,Private Practice,,,,Mandera East,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
16583,Interlink Medical Supplies,Mandera,Mandera,Mandera East,Township,Medical Clinic,Private Practice,,,,Mandera East,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
22606,Interlink Optical and Care Services,Kirinyaga,Kirinyaga,Kirinyaga Central,Kerugoya,Medical Clinic,Private Practice,,,,Kirinyaga Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,,,,,,,,,,
23878,International Health Care Limited,Nairobi,Nairobi,Kamukunji,Eastleigh North,Primary care hospitals,Private Practice,,,,Kamukunji,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
23898,International Optica,Kilifi,Kilifi,Kilifi North,Sokoni,Medical Clinic,Private Practice,,,,Kilifi North,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
24178,International Optica Mombasa,Mombasa,Mombasa,Mvita,Shimanzi/Ganjoni,Ophthalmology,Private Practice,,,,Mvita,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,,,,,,,,,,
14576,Intrepids Dispensary,Samburu,Samburu,Samburu East,Wamba West,Dispensary,Private Practice,,,,Samburu East,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
13618,Inuka Hospital & Maternity Home,Siaya,Siaya,Gem,North Gem,Primary care hospitals,Private Practice,,,,Gem,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
21704,Inuka Medical Clinic,Kisumu,Kisumu,Kisumu Central,Market Milimani,Medical Clinic,Private Practice,,,,Kisumu Central,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
20097,Inuka Nursing Home,Siaya,Siaya,Ugunja,Ugunja,Comprehensive health Centre,Private Practice,,,,Ugunja,,,,,,,,,,,,,,Yes,No,Operational,,,,,,,,,,,,,,,,,,,,,,
15903,Inyali Dispensary,Vihiga,Vihiga,Sabatia,North Maragoli,Dispensary,Ministry of Health,,,,Sabatia,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
20260,Inyia Medical Clinic (Mbitini),Kitui,Kitui,Kitui Rural,Mbitini,Medical Clinic,Private Practice,,,,Kitui Rural,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,,,,,,,,,,
12091,Inyuu Dispensary,Kitui,Kitui,Kitui East,Zombe/Mwitika,Dispensary,Ministry of Health,,,,Kitui East,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
24403,IOM Migration Health Assessment Centre,Nairobi,Nairobi,Westlands,Karura,Medical Center,Non-Governmental Organizations,,,,Westlands,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
22335,IOM Migration Health Assessment Centre ( Kakuma),Turkana,Turkana,Turkana West,Kakuma,Medical Clinic,Non-Governmental Organizations,,,,Turkana West,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
19471,Iom Wellness Clinic,Nairobi,Nairobi,Kamukunji,Airbase,Medical Clinic,Non-Governmental Organizations,,,,Kamukunji,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
15904,Ipali Health Centre,Vihiga,Vihiga,Emuhaya,West Bunyore,Comprehensive health Centre,Ministry of Health,,,,Emuhaya,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
14577,IPCC Kaimosi Dispensary,Nandi,Nandi,Emgwen,Chepkumia,Dispensary,Faith Based Organization,,,,Emgwen,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
19459,Iqlas Medical Clinic,Garissa,Garissa,Garissa,Galbet,Medical Clinic,Private Practice,,,,Garissa Township,,,,,,,,,,,,,,No,Yes,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
19408,Iqra Medical Centre,Isiolo,Isiolo,Isiolo,Wabera,Medical Center,Private Practice,,,,Isiolo North,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
14578,Iraa Dispensary,Kericho,Kericho,Sigowet/Soin,Kaplelartet,Dispensary,Ministry of Health,,,,Sigowet/Soin,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
13619,Iraha Dispensary,Migori,Migori,Kuria West,Nyanmosense/Komosoko,Dispensary,Ministry of Health,,,,Kuria West,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
20227,Iran Medical Clinic,Nairobi,Nairobi,Kibra,Woodley/Kenyatta Golf Course,Medical Clinic,Non-Governmental Organizations,,,,Kibra,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
19421,Iran Medical Clinic (Ngara),Nairobi,Nairobi,Starehe,Ngara,Medical Clinic,Private Practice,,,,Starehe,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,Y,,,,,,,,,,,,,
18939,Iranda Health Centre,Kakamega,Kakamega,Butere,Marama West,Basic Health Centre,Ministry of Health,,,,Butere,,,,,,,,,,,,,,Yes,Yes,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
13620,Iranda Sub-County Referral Hospital,Kisii,Kisii,Kitutu Chache South,Nyakoe,Primary care hospitals,Ministry of Health,,,,Kitutu Chache South,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
11953,Iresaboru Dispensary,Isiolo,Isiolo,Garbatulla,Sericho,Dispensary,Ministry of Health,,,,Isiolo South,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
10352,Iriaini Medical Clinic,Nyeri,Nyeri,Nyeri South,Iria-ini,Medical Clinic,Private Practice,,,,Nyeri South,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,,,,,Y,,Y,,,,,,,,,
22964,Iriamurai Dispensary (Consolata Hospital Kyeni),Embu,Embu,Mbeere South,Mavuria,Primary care hospitals,Private Practice,,,,Mbeere South,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
12092,Iriga Dispensary,Tharaka Nithi,Tharaka Nithi,Muthambi,Muthambi,Dispensary,Faith Based Organization,,,,Maara,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
10353,Irigiro Dispensary,Muranga,Muranga,Kigumo,Muthithi,HEALTH CENTRE,Ministry of Health,,,,Kigumo,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
22334,Iris Eye Clinic Kisumu,Kisumu,Kisumu,Kisumu Central,Market Milimani,Medical Clinic,Private Practice,,,,Kisumu Central,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
20560,Iriuko Ria Ng'ombe,Tharaka Nithi,Tharaka Nithi,Igambangombe,Igambang'ombe,Dispensary,Ministry of Health,,,,Chuka/Igambang'ombe,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
21430,Irmarba Dispensary,Kajiado,Kajiado,Kajiado Central,Matapato North,Dispensary,Ministry of Health,,,,Kajiado Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,Y,,,,,,,,,,,
19327,Irmarba Mission Dispensary,Kajiado,Kajiado,Kajiado Central,Matapato North,Dispensary,Faith Based Organization,,,,Kajiado Central,,,,,,,,,,,,,,No,No,Operational,,,,,,,Y,,,,,,Y,,,,,,,,,
13621,Irondi Dispensary,Kisii,Kisii,Nyaribari Chache,Birongo,Dispensary,Ministry of Health,,,,Nyaribari Chache,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
21816,IRUMA DISPENSARY,Tharaka Nithi,Tharaka Nithi,Mwimbi,Mwimbi,Dispensary,Ministry of Health,,,,Maara,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
10354,Iruri Dispensary,Muranga,Muranga,Mathioya,Kamacharia,Dispensary,Ministry of Health,,,,Mathioya,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
21414,Iruri Dispensary (Mathira West),Nyeri,Nyeri,Mathira West,Ruguru,Dispensary,Ministry of Health,,,,Mathira,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
14580,Irwaga Health Centre,Bomet,Bomet,Bomet East,Merigi,Basic Health Centre,Ministry of Health,,,,Bomet East,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
23705,Isaan Medical Clinic,Nairobi,Nairobi,Embakasi South,Pipeline,Medical Clinic,Private Practice,,,,Embakasi South,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
24300,Isaiah Douglas Medical Centre,Kiambu,Kiambu,Kabete,Uthiru,Medical Clinic,Private Practice,,,,Kabete,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
16425,Isamwera Dispensary,Kisii,Kisii,Bonchari,Bomariba,Dispensary,Ministry of Health,,,,Bonchari,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
13622,Isana Maternity and Nursing,Kisii,Kisii,Nyaribari Chache,Bobaracho,Nursing and Maternity Home,Private Practice,,,,Nyaribari Chache,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,Y,,Y,,,,,,,,,
20019,Isbania Prevention Centre,Migori,Migori,Kuria West,Isibania,Medical Clinic,Non-Governmental Organizations,,,,Kuria West,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
13623,Isecha Health Centre,Kisii,Kisii,Kitutu Chache North,Monyerero,Basic Health Centre,Ministry of Health,,,,Kitutu Chache North,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
16464,Ishiara Sub-District Hospital,Embu,Embu,Mbeere North,Evurore,Primary care hospitals,Ministry of Health,,,,Mbeere North,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
22307,IshiaraFocus Medical Care,Embu,Embu,Mbeere North,Evurore,Medical Clinic,Private Practice,,,,Mbeere North,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
22311,Ishiawa Health Care Clinic,Embu,Embu,Mbeere North,Evurore,Medical Clinic,Private Practice,,,,Mbeere North,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
19311,Ishtar Dice MSM,Nairobi,Nairobi,Starehe,Nairobi South,Medical Clinic,Non-Governmental Organizations,,,,Starehe,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
13624,Isibania Mission Health Centre,Migori,Migori,Kuria West,Nyanmosense/Komosoko,Basic Health Centre,Faith Based Organization,,,,Kuria West,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
13625,Isibania Sub-District Hospital,Migori,Migori,Kuria West,Isibania,Primary care hospitals,Ministry of Health,,,,Kuria West,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
14581,Isinet Health Centre,Kajiado,Kajiado,Loitokitok,Imbrikani/Eselelnkei,Basic Health Centre,Ministry of Health,,,,Kajiado South,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,Y,,Y,,,,Y,,,,,,,,,
18993,Isinet Medical Clinic,Kajiado,Kajiado,Loitokitok,Imbrikani/Eselelnkei,Medical Clinic,Private Practice,,,,Kajiado South,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
14582,Isinya Health Centre,Kajiado,Kajiado,Kajiado East,Kaputiei North,Basic Health Centre,Ministry of Health,,,,Kajiado East,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19348,Isinya Medical Clinic,Kajiado,Kajiado,Kajiado East,Kaputiei North,Medical Clinic,Private Practice,,,,Kajiado East,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,,,,,,,,,,
19293,Isiolo Central Medical Clinic,Isiolo,Isiolo,Isiolo,Bulla Pesa,Medical Clinic,Private Practice,,,,Isiolo North,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
24910,Isiolo County Nursing Home,Isiolo,Isiolo,Isiolo,Wabera,Nursing Homes,Private Practice,,,,Isiolo North,,,,,,,,,,,,,,No,No,Operational,,Y,,,,,Y,,,,,,Y,,,,,,,,,
12094,Isiolo District Hospital,Isiolo,Isiolo,Isiolo,Wabera,Primary care hospitals,Ministry of Health,,,,Isiolo North,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
25338,Isiolo Drug Mart Medical Centre,Isiolo,Isiolo,Isiolo,Bulla Pesa,Medical Center,Private Practice,,,,Isiolo North,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,,,,,,,,,,
24584,Isiolo Vision Centre,Isiolo,Isiolo,Isiolo,Burat,Medical Center,Private Practice,,,,Isiolo North,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
13373,Islamic Relief Agency,Garissa,Garissa,Garissa,Township,Medical Clinic,Private Practice,,,,Garissa Township,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,,,,,Y,,,,,,,,,
23972,Island Dispensary,Laikipia,Laikipia,Laikipia North,Sosian,Dispensary,Ministry of Health,,,,Laikipia North,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
10355,Island Farms Dispensary,Nyeri,Nyeri,Kieni East,Kabaru,Dispensary,Ministry of Health,,,,Kieni,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
12066,ISMC services Hospital,Marsabit,Marsabit,Saku,Marsabit Central,Primary care hospitals,Private Practice,,,,Saku,,,,,,,,,,,,,,Yes,Yes,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
13626,Isoge Health Centre,Nyamira,Nyamira,Borabu,Esise,Basic Health Centre,Ministry of Health,,,,Borabu,,,,,,,,,,,,,,Yes,Yes,Operational,,Y,,,,,,,Y,,Y,,Y,,,,,,,,,
19991,Isumba Dispensary,Kakamega,Kakamega,Lurambi,Butsotso South,Dispensary,Ministry of Health,,,,Lurambi,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
11420,Isuwirio Medical Clinic,Taita Taveta,Taita Taveta,Wundanyi,Wundanyi/Mbale,Medical Clinic,Private Practice,,,,Wundanyi,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12095,Itabua Police Dispensary,Embu,Embu,Manyatta,Mbeti North,Dispensary,Ministry of Health,,,,Manyatta,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
18512,Itando Mission Of Hope And Health Centre,Vihiga,Vihiga,Sabatia,Lyaduywa/Izava,Basic Health Centre,Faith Based Organization,,,,Sabatia,,,,,,,,,,,,,,Yes,No,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
18680,Itangani Dispensary,Kitui,Kitui,Kitui East,Mutitu/Kaliku,Dispensary,Ministry of Health,,,,Kitui East,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
10356,Itara Medical Clinic,Nyeri,Nyeri,Mukurweini,Mukurwe-ini West,Medical Clinic,Private Practice,,,,Mukurweini,,,,,,,,,,,,,,No,No,Operational,,,,,,,,,,,,,,,,,,,,,,
25215,ITARC Kenya Limited(Naivasha),Nakuru,Nakuru,Naivasha,Mai Mahiu,Medical Clinic,Private Practice,,,,Naivasha,,,,,,,,,,,,,,No,Yes,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
